"","who_retweet","who_post"
"737","anti_the","HuffPostUKPol"
"738","Navstar1865","HuffPostUKPol"
"739","ClayDeborah","HuffPostUKPol"
"740","peterwhite1997","HuffPostUKPol"
"741","Avitusparta","HuffPostUKPol"
"742","timwhittall18","HuffPostUKPol"
"743","GregBickerdike","HuffPostUKPol"
"744","mpbaz7115","HuffPostUKPol"
"745","PendletonHum","HuffPostUKPol"
"746","NiccoloMilanese","HuffPostUKPol"
"747","costajoaoda","HuffPostUKPol"
"748","PDJ65","HuffPostUKPol"
"749","capanescu","HuffPostUKPol"
"750","Zimden","HuffPostUKPol"
"751","petedaintree","HuffPostUKPol"
"752","simonnmanton","HuffPostUKPol"
"753","Cochis3","HuffPostUKPol"
"754","joemartinuk","HuffPostUKPol"
"755","JessSalaun","HuffPostUKPol"
"756","wallaces5","HuffPostUKPol"
"757","RebelUK2013","HuffPostUKPol"
"758","FirstNightArt","HuffPostUKPol"
"759","DearsonWinyard","HuffPostUKPol"
"760","Bordercrim","HuffPostUKPol"
"761","TurnbullRuther","HuffPostUKPol"
"762","jrf_uk","HuffPostUKPol"
"763","ImmgtnAdviceSvc","HuffPostUKPol"
"764","NIESRorg","HuffPostUKPol"
"765","StuartSFarquhar","HuffPostUKPol"
"766","sallysolihull","HuffPostUKPol"
"767","SvenRadio","HuffPostUKPol"
"768","simontaylor71","HuffPostUKPol"
"769","InesAThomson","HuffPostUKPol"
"770","Navstar1865","HuffPostUKPol"
"771","ChrisJBoud","HuffPostUKPol"
"772","ivecooper","HuffPostUKPol"
"773","shailesh23660","HuffPostUKPol"
"774","UkImmigMagazine","HuffPostUKPol"
"775","Scoscarwood","HuffPostUKPol"
"776","DickELeaks","HuffPostUKPol"
"777","iFlors","HuffPostUKPol"
"778","Safadreamer","HuffPostUKPol"
"779","PERPETUAL_CASH","HuffPostUKPol"
"780","lizacucco","HuffPostUKPol"
"781","cwaccwatcher","HuffPostUKPol"
"782","UkImmigMagazine","HuffPostUKPol"
"783","JaylynchJay","HuffPostUKPol"
"784","DanTillotson","HuffPostUKPol"
"785","JayneLinney","HuffPostUKPol"
"786","UKVisaSolicitor","HuffPostUKPol"
"787","SJBHR","HuffPostUKPol"
"788","Antonio_270466","HuffPostUKPol"
"789","labour52rose","HuffPostUKPol"
"790","Staircase2","HuffPostUKPol"
"791","biteback7","HuffPostUKPol"
"792","masoodm3","HuffPostUKPol"
"793","Staircase2","HuffPostUKPol"
"794","TheQueenofScots","HuffPostUKPol"
"795","spsot","HuffPostUKPol"
"796","UKVISAS","HuffPostUKPol"
"797","mosabbir","HuffPostUKPol"
"798","jummy03617421","HuffPostUKPol"
"799","Staircase2","HuffPostUKPol"
"800","julijuxtaposed","HuffPostUKPol"
"801","love4thecross","HuffPostUKPol"
"802","ligomersall","HuffPostUKPol"
"803","mpbaz7115","HuffPostUKPol"
"804","GailThornton","HuffPostUKPol"
"805","AndyHarvey7","HuffPostUKPol"
"806","StanMarnie","HuffPostUKPol"
"807","Staircase2","HuffPostUKPol"
"808","FellaStef","HuffPostUKPol"
"809","greaney_michael","HuffPostUKPol"
"810","MarvinsCorridor","HuffPostUKPol"
"811","TheTomHuxley","HuffPostUKPol"
"812","rustybucket74","HuffPostUKPol"
"813","samwelo","HuffPostUKPol"
"814","Jackdpalm","HuffPostUKPol"
"815","_Joluni_","HuffPostUKPol"
"816","RobBlack74","HuffPostUKPol"
"817","aforre","HuffPostUKPol"
"818","caz_porter","HuffPostUKPol"
"819","IAflynn","HuffPostUKPol"
"820","Dave_Barker","HuffPostUKPol"
"821","CagedWriter","HuffPostUKPol"
"822","LondonPatriots","HuffPostUKPol"
"823","VoxPopNation","HuffPostUKPol"
"824","VoxPopNation","HuffPostUKPol"
"825","Wirralpix","HuffPostUKPol"
"826","jummy03617421","HuffPostUKPol"
"827","CasAnnStephens","HuffPostUKPol"
"828","sharedcityUK","HuffPostUKPol"
"829","parodynews","HuffPostUKPol"
"830","UkImmigMagazine","HuffPostUKPol"
"831","PompeyN30","HuffPostUKPol"
"832","UKVISAS","HuffPostUKPol"
"833","DearsonWinyard","HuffPostUKPol"
"834","DearsonWinyard","HuffPostUKPol"
"835","Andrews_Tale","HuffPostUKPol"
"836","OpPinkPower","HumanRightsAnon"
"837","LiannaBrinded","IBTimesUK"
"838","LiannaBrinded","IBTimesUK"
"839","LiannaBrinded","IBTimesUK"
"840","janweller","IBTimesUK"
"841","Lyd_Carolina","IBTimesUK"
"842","KelliNevermind","IBTimesUK"
"843","Lyd_Carolina","IBTimesUK"
"844","LiannaBrinded","IBTimesUK"
"845","Con5truction","IBTimesUK"
"846","UnseenOrg","IBTimesUK"
"847","Onelifeatatime","IBTimesUK"
"848","IAWPInfo","IBTimesUK"
"849","LNavier","IBTimesUK"
"850","DearsonWinyard","IBTimesUK"
"851","sam4wong","ICN_UK"
"852","Kh_Elnaru","INFOS_EN"
"853","ArcTranslations","ITIUK"
"854","NoelBussey","IanDouglas"
"855","aGuyNamed_Ken","IanStrauss501"
"856","sspsjustice","ImmPolicyCenter"
"857","thecirclefile","ImmigNewsDigest"
"858","ricardonotes","Immigration365"
"859","TheKavaNetwork","Immigrationask"
"860","jmlanfranco","Independent"
"861","UnityBlott","Independent"
"862","tinaleeinberlin","Independent"
"863","tinaleeinberlin","Independent"
"864","EGPAF_Africa","Independent"
"865","eurorights","IpsosMORI"
"866","Fatima_A_Ghani","IpsosMORI"
"867","TonyChapmanUK","IpsosMORI"
"868","aileendonegan","IrishTimes"
"869","MigrantVoiceUK","IrishTimes"
"870","DavidShannon841","IrishTimes"
"871","Traynor_","IrishTimes"
"872","OlwenCD","IrishTimes"
"873","NKwameNkruma1","IrishTimes"
"874","VCurrentAffairs","IrishTimes"
"875","AfrikaReads","JeleCynthia"
"876","ThePantau","JimPethokoukis"
"877","randomsubu","JimPethokoukis"
"878","JaniceUKIP","Jo_Coburn"
"879","Bj_Ferr","JohnWight1"
"880","tomaszewskim","JonathanHaynes"
"881","ChaplaChap","JonathanHaynes"
"882","littlewisehen","JonathanHaynes"
"883","iancul","JonathanHaynes"
"884","DrsPI","JonathanHaynes"
"885","cookiemonster82","JonathanHaynes"
"886","moomin_kew","JonathanHaynes"
"887","robertore62","JonathanHaynes"
"888","NeuPetr","Judy_Dempsey"
"889","neonyorkie","KFIAM640"
"890","rfw753","KafirCrusaders"
"891","love4thecross","KafirCrusaders"
"892","hackcartoons","Kevin_Maguire"
"893","kvistgaard","Kevin_Maguire"
"894","Adamski_2014","Kevin_Maguire"
"895","madomasi","KevyKevyG"
"896","SonyaSchwartz","KidsImmigration"
"897","con_news","Klaus_Von_Trapp"
"898","conradg23","LSEEurocrisis"
"899","GabrielSilesB","LSEEuroppblog"
"900","SylvieBRawlings","Le_Figaro"
"901","SimonT_Space","LeeJasper"
"902","SimonT_Space","LeeJasper"
"903","JonathanTimbers","LeftFootFwd"
"904","maggieatlas","LeftFootFwd"
"905","sam4wong","LeftFootFwd"
"906","J_Bloodworth","LeftFootFwd"
"907","benamunwa","LevicksUK"
"908","psigrist","LordJPrescott"
"909","steve_doty","LukeRussert"
"910","Lia_Bia","LukeRussert"
"911","RayzaGoldsmith","LukeRussert"
"912","jimlockwoodshow","LukeRussert"
"913","ColinK21","LukeRussert"
"914","wadijr","LukeRussert"
"915","princereebus","LukeRussert"
"916","sam4wong","M_Star_Online"
"917","jummy03617421","MailOnlin"
"918","BigDaveShirt","MailOnline"
"919","susansviews","MailOnline"
"920","j0annepsi","MailOnline"
"921","LoriBlaney","MailOnline"
"922","dunstablian","MailOnline"
"923","SuperbikeAl","MailOnline"
"924","fvalvass","MailOnline"
"925","mraidenrussell","MailOnline"
"926","mraidenrussell","MailOnline"
"927","TheYYJMajor","MailOnline"
"928","CataNigra","MailOnline"
"929","ukip_sththanet","MailOnline"
"930","ByronSanford","MailOnline"
"931","ArthurRobinson4","MailOnline"
"932","jondknight","MailOnline"
"933","BlueEyedSoulMan","MailOnline"
"934","peter_woods","MailOnline"
"935","Eurosceptic1","MailOnline"
"936","SuperbikeAl","MailOnline"
"937","McDonald_69","MailOnline"
"938","TacoFortgens","MailOnline"
"939","Wirralpix","MailOnline"
"940","seafarer1847","MailOnline"
"941","seafarer1847","MailOnline"
"942","ColinGoldie","MailOnline"
"943","RayPyngotes","MailOnline"
"944","gothbarbie84","MailOnline"
"945","DOGLAWRENCE","MailOnline"
"946","camshrone","MailOnline"
"947","Uptotherewithit","MailOnline"
"948","rogsahl","MailOnline"
"949","realterryo","MailOnline"
"950","Ann_Marie1","MailOnline"
"951","dunstablian","MailOnline"
"952","RedHotSquirrel","MailOnline"
"953","BlueEyedSoulMan","MailOnline"
"954","Eurosceptic1","MailOnline"
"955","SuperbikeAl","MailOnline"
"956","jondknight","MailOnline"
"957","WorthingUKIP","MailOnline"
"958","WorthingUKIP","MailOnline"
"959","yasminancona","MailOnline"
"960","MorKarins","MailOnline"
"961","babyjohnpeel","MailOnline"
"962","UrbaLill","MailOnline"
"963","marianpropstra","MailOnline"
"964","MissHaley59","MailOnline"
"965","thaigranbo","MailOnline"
"966","mamapanda58","MailOnline"
"967","dennis1p","MailOnline"
"968","020644","MailOnline"
"969","Niggerblogg","MailOnline"
"970","MrsAngelByrd","MailOnline"
"971","1extory","MailOnline"
"972","APPGMigration","MailOnline"
"973","mamapanda58","MailOnline"
"974","YildirimNews","MailOnline"
"975","fathead1066","MailOnline"
"976","rfw753","MailOnline"
"977","mraidenrussell","MailOnline"
"978","UKIPSusannah","MailOnline"
"979","1extory","MailOnline"
"980","seafarer1847","MailOnline"
"981","___Muttley___","MailOnline"
"982","KlausClodt","MailOnline"
"983","jondknight","MailOnline"
"984","jondknight","MailOnline"
"985","dunstablian","MailOnline"
"986","flatasteroid","MailOnline"
"987","dunstablian","MailOnline"
"988","BlottGott","MailOnline"
"989","020644","MailOnline"
"990","ISeeWhatYouDoin","MailOnline"
"991","SuperbikeAl","MailOnline"
"992","K69atie","MailOnline"
"993","JugsKing","MailOnline"
"994","2cvdolly1","MailOnline"
"995","Willowrpe","MailOnline"
"996","SeanAsh4MP","MailOnline"
"997","YildirimNews","MailOnline"
"998","temb72","MailOnline"
"999","BlueEyedSoulMan","MailOnline"
"1000","Eurosceptic1","MailOnline"
"1001","ostercywriter","MailOnline"
"1002","KLASRHR11","MailOnline"
"1003","hnsmhckny","MailOnline"
"1004","Masterlessman","MailOnline"
"1005","camshrone","MailOnline"
"1006","ToryMac","MailOnline"
"1007","jondknight","MailOnline"
"1008","Lliquidghost","MailOnline"
"1009","WelshHarpTories","MailOnline"
"1010","dunstablian","MailOnline"
"1011","heather_venter","MailOnline"
"1012","BlueEyedSoulMan","MailOnline"
"1013","020644","MailOnline"
"1014","ISeeWhatYouDoin","MailOnline"
"1015","Nationalnewshub","MailOnline"
"1016","1extory","MailOnline"
"1017","Parlez_me_nTory","MailOnline"
"1018","SandyCally","MailOnline"
"1019","LondonPatriots","MailOnline"
"1020","simonmarino","MailOnline"
"1021","SuperbikeAl","MailOnline"
"1022","Sez_Les","MailOnline"
"1023","RosyKnight","MailOnline"
"1024","julianpurr","MailOnline"
"1025","Cherriepeigh","MailOnline"
"1026","SimoneLaurey","MailOnline"
"1027","BillCllr","MailOnline"
"1028","SleepyPenguin1","MailOnline"
"1029","clixdiva","MailOnline"
"1030","Pritt","MailOnline"
"1031","JoshuaLivestro","MailOnline"
"1032","QuintonOHara","MailOnline"
"1033","OhBrokenBritain","MailOnline"
"1034","SalazarJason","MailOnline"
"1035","jlj21964","MailOnline"
"1036","PymPurnell","MailOnline"
"1037","Im__Arnie","MailOnline"
"1038","FloTom","MailOnline"
"1039","laurasullivan20","MailOnline"
"1040","2tweetaboutit","MailOnline"
"1041","gwalker1312","MailOnline"
"1042","nowbwon","MailOnline"
"1043","johnbostock3","MailOnline"
"1044","bigdaverees","MailOnline"
"1045","Jamalaya","MailOnline"
"1046","GeoffUkip","MailOnline"
"1047","GrahamKarin","MailOnline"
"1048","mjc1883","MailOnline"
"1049","love4thecross","MailOnline"
"1050","Floria12123074","MailOnline"
"1051","ggmstrength","MailOnline"
"1052","drunacoales","MailOnline"
"1053","ImmgtnAdviceSvc","MailOnline"
"1054","Mines_a_pint","MailOnline"
"1055","Eurosceptic1","MailOnline"
"1056","EnglandsOwn66","MailOnline"
"1057","EnglandsOwn66","MailOnline"
"1058","SootheMy_Soul","MailOnline"
"1059","Aquarius1961","MailOnline"
"1060","seafarer1847","MailOnline"
"1061","fathead1066","MailOnline"
"1062","Mike_Hookem","MailOnline"
"1063","garycart1","MailOnline"
"1064","wytzia","MailOnline"
"1065","UrmstonLordMUFC","MailOnline"
"1066","BetterOffOut","MailOnline"
"1067","CarolineKIY15","MailOnline"
"1068","WhittleseyOne","MailOnline"
"1069","rfw753","MailOnline"
"1070","1extory","MailOnline"
"1071","camshrone","MailOnline"
"1072","LondonPatriots","MailOnline"
"1073","RoyalHumanist","MailOnline"
"1074","maca_13_9","MailOnline"
"1075","OhBrokenBritain","MailOnline"
"1076","steveashtonukip","MailOnline"
"1077","BlueEyedSoulMan","MailOnline"
"1078","Eurosceptic1","MailOnline"
"1079","peter__mendes","MailOnline"
"1080","Juliet777777","MailOnline"
"1081","Wh1stleblower","MailOnline"
"1082","Juliet777777","MailOnline"
"1083","dunstablian","MailOnline"
"1084","dunstablian","MailOnline"
"1085","TurnbullRuther","MailOnline"
"1086","angi_eeee","MailOnline"
"1087","RadioSpunkyUKIP","MailOnline"
"1088","Jim_Watford","MailOnline"
"1089","dunstablian","MailOnline"
"1090","CllrDBennett","MailOnline"
"1091","gplondon","MailOnline"
"1092","rogsahl","MailOnline"
"1093","emma_t_news","MailOnline"
"1094","Izaakson","MailOnline"
"1095","Will_Lloyd_","MailOnline"
"1096","ostercywriter","MailOnline"
"1097","wytzia","MailOnline"
"1098","IanWardyfella","MailOnline"
"1099","Yorkiepjm","MailOnline"
"1100","Byron_Davies","MailOnline"
"1101","dfarrell_ucd","MailOnline"
"1102","ToryMac","MailOnline"
"1103","Veronijka_F","MailOnline"
"1104","Cornishview","MailOnline"
"1105","Edward_Yi_He","MailOnline"
"1106","SandyCally","MailOnline"
"1107","ImmgtnAdviceSvc","MailOnline"
"1108","ONCEIHADACOMRAD","MailOnline"
"1109","mamapanda58","MailOnline"
"1110","ConservativeCCh","MailOnline"
"1111","FRamabama","MailOnline"
"1112","2tweetaboutit","MailOnline"
"1113","Hillchaser","MailOnline"
"1114","AdamovichC","MailOnline"
"1115","SandyCally","MailOnline"
"1116","jummy03617421","MailOnline"
"1117","SandyCally","MailOnline"
"1118","2cvdolly1","MailOnline"
"1119","dunstablian","MailOnline"
"1120","RayPyngotes","MailOnline"
"1121","CatrynBosman","MailOnline"
"1122","jondknight","MailOnline"
"1123","MCUK54","MailOnline"
"1124","2tweetaboutit","MailOnline"
"1125","kjclayton57","MailOnline"
"1126","KLASRHR11","MailOnline"
"1127","KLASRHR11","MailOnline"
"1128","UkipaLotMoreIan","MailOnline"
"1129","Hillchaser","MailOnline"
"1130","terryjohnuk","MailOnline"
"1131","Floria12123074","MailOnline"
"1132","love4thecross","MailOnline"
"1133","jondknight","MailOnline"
"1134","Juliet777777","MailOnline"
"1135","PiotrAzja","MailOnline"
"1136","BernORourke","MailOnline"
"1137","superbalamory","MailOnline"
"1138","LondonPatriots","MailOnline"
"1139","WJGBalderama","MailOnline"
"1140","FloTom","MailOnline"
"1141","CataNigra","MailOnline"
"1142","love4thecross","MailOnline"
"1143","PoliticsWatch","MailOnline"
"1144","PatesPolitics","MailOnline"
"1145","alexandrestark","MailOnline"
"1146","bscsgeog","MailOnline"
"1147","BrightonPatriot","MailOnline"
"1148","guru_puri","MailOnline"
"1149","auldcove","MailOnline"
"1150","UKBUXDB","MailOnline"
"1151","rfw753","MailOnline"
"1152","katherine1924","MailOnline"
"1153","ElenaHaskins","MailOnline"
"1154","ChafzalJaved","MailOnline"
"1155","mraidenrussell","MailOnline"
"1156","arennie44","MailOnline"
"1157","R_3_M","MailOnline"
"1158","GeoffUkip","MailOnline"
"1159","LondonPatriots","MailOnline"
"1160","mamapanda58","MailOnline"
"1161","love4thecross","MailOnline"
"1162","garethosborne","MailOnline"
"1163","jondknight","MailOnline"
"1164","jondknight","MailOnline"
"1165","MCUK54","MailOnline"
"1166","JugsKing","MailOnline"
"1167","1extory","MailOnline"
"1168","jummy03617421","MailOnline"
"1169","HowardHopkinson","MailOnline"
"1170","MrBig_MO","MailOnline"
"1171","zhussain2009","MailOnline"
"1172","1extory","MailOnline"
"1173","ArthurRobinson4","MailOnline"
"1174","GBHeritage","MailOnline"
"1175","BlueEyedSoulMan","MailOnline"
"1176","rfw753","MailOnline"
"1177","by_election1","MailOnline"
"1178","killhopelaw","MailOnline"
"1179","1959lofty","MailOnline"
"1180","high_king9","MailOnlineSport"
"1181","The5iveWays","MailSport"
"1182","Blue_Fan_100","MailSport"
"1183","JP_CFC68","MailSport"
"1184","GeneralRanta","MailSport"
"1185","Alex_Tikitaka","Mancman10"
"1186","Juliet777777","MarkWalia"
"1187","lynnejones_exMP","MartRP_photos"
"1188","CPC_population","MartinRuhs"
"1189","SnowinRI","MastermindEvent"
"1190","Imtiazdanny","MediReference"
"1191","DeSpartacus","Mediapart"
"1192","anwarmuk","MetroUK"
"1193","marialilb","MetroUK"
"1194","EKS_G","MetroUK"
"1195","ImmgtnAdviceSvc","MetroUK"
"1196","MetaxaDiana","MetroUK"
"1197","June4th","MichaelLCrick"
"1198","LaMarichola","MichiganRadio"
"1199","MidlandsMaidens","MidlandsMaidens"
"1200","MidlandsMaidens","MidlandsMaidens"
"1201","sam4wong","MigObs"
"1202","Bordercrim","MigObs"
"1203","gines_c","MigObs"
"1204","Bordercrim","MigObs"
"1205","crimmigration","MigObs"
"1206","Roghaydonmitch","MigrantVoiceUK"
"1207","ajf","MigrantVoiceUK"
"1208","AccentLegal","MigrantVoiceUK"
"1209","LondonNow","MigrantVoiceUK"
"1210","xtc_uk","MoAnsar"
"1211","AdviceClinic","MoJGovUK"
"1212","ncadc","MrJoBu"
"1213","Ste_Pee","Ms_kuk"
"1214","lukeunabomber","Ms_kuk"
"1215","plamena_gn","Mulleflupp"
"1216","The_Advocates","NBCNews"
"1217","lukeedb","NBCNewsBusiness"
"1218","ERICANDHELENA","NBCNewsBusiness"
"1219","LUKEEDB1","NBCNewsBusiness"
"1220","LUKEEDB4","NBCNewsBusiness"
"1221","Lukeedb3","NBCNewsBusiness"
"1222","WAGNERGIRLE","NCBibleThumper"
"1223","paddyinpoland","NEWPOLAND"
"1224","NFIB","NFIBLegal"
"1225","FieldRoamer","NRO"
"1226","DiDi2009","NRO"
"1227","mustard_seeds","NYTNational"
"1228","EdgeOfEurope","NazzyCR7"
"1229","verbscape","NazzyCR7"
"1230","Orgetorix","NewStatesman"
"1231","LaurenCBennett","NewStatesman"
"1232","roddythomson","New_Europe"
"1233","BritNational","New_Nationalist"
"1234","CarnitaErnest","News24"
"1235","K8MCF","NewsNorfolk"
"1236","UKVisaSolicitor","NewsRepublic"
"1237","UKVisaSolicitor","NewsRepublic"
"1238","UKVisaSolicitor","NewsRepublic"
"1239","CedricDiane","NewsRepublic"
"1240","UKVisaSolicitor","NewsRepublic"
"1241","UKVisaSolicitor","NewsRepublic"
"1242","Abmonitio","NewsToad"
"1243","willis9189","Newsmax_Media"
"1244","EdgeCore_Surf","Newsmax_Media"
"1245","superstarr_70","Newsmax_Media"
"1246","glock4027","Newsmax_Media"
"1247","carsonmaryc","NicholasPegg"
"1248","russeltarr","NicholasPegg"
"1249","mcysbikes","Number10cat"
"1250","digileague","Number10gov"
"1251","Bluesbarn","OBAblogs"
"1252","sam4wong","OEvisas"
"1253","JohnHughes127","OliverJamesUK"
"1254","LSEEurocrisis","OpenEurope"
"1255","alemujicabrain","OwenJones84"
"1256","Action_2014","OwenJones84"
"1257","TNYC2","POLITICO"
"1258","DetectiveJake","POLITICO"
"1259","xtc_uk","PaulJamesOakley"
"1260","springrose12","Pellegrino5"
"1261","PeninsulaQatar","PeninsulaQatar"
"1262","PeninsulaQatar","PeninsulaQatar"
"1263","SwetangJoshi","PeopleMgt"
"1264","iainmacl","PeteWishart"
"1265","richmondbridge","Phil_Baty"
"1266","paulscoullar","Photo4mecom"
"1267","PhotogKilkenny","PhotogKilkenny"
"1268","natureofglen","PinkNews"
"1269","ThatBrickster","PiratePartyUK"
"1270","mrfordpolitics","Politics_co_uk"
"1271","oohincensed","Politics_co_uk"
"1272","oohincensed","Politics_co_uk"
"1273","DearsonWinyard","Politics_co_uk"
"1274","chris_coltrane","Politics_co_uk"
"1275","Kat4PR","Politics_co_uk"
"1276","121Visas","Politics_co_uk"
"1277","121Visas","Politics_co_uk"
"1278","Stevo_Atkinson","Politics_co_uk"
"1279","BillionsRising","PositiveNewsUK"
"1280","Captain_Bhangra","PukkahPunjabi"
"1281","madomasi","PukkahPunjabi"
"1282","fleming77","RAFExChief"
"1283","frpeterpreble","RNS"
"1284","MigrantVoiceUK","RT@AsylumWelcome"
"1285","DavidPriceUCL","RT@ConversationUK"
"1286","MigrantVoiceUK","RT@MigrantRightsIR"
"1287","samtrotman","RT@OBRUK_1"
"1288","MigrantVoiceUK","RT@donflynnmrn"
"1289","MigrantVoiceUK","RT@immigrationbot"
"1290","MigrantVoiceUK","RT@newint"
"1291","abandonedgloves","RT@sturdyAlex"
"1292","MigrantVoiceUK","RT@sturdyAlex"
"1293","GlobalImmigrant","RT@thom_brooks"
"1294","NassiraELM","RT""@MorganeBravo"
"1295","Papie_Akebet","RT""@SenzoDhlomo"
"1296","ricardonotes","RT""@americasvoice"
"1297","england811","RT""@davidjones720"
"1298","Matt_Smally","RT""@jimwaterson"
"1299","HappsHealthHome","RT+@alxchrstnsn"
"1300","N_ata6ha","RT@AdrianaStuijt"
"1301","europatweets","RT@DavidHeadViews"
"1302","huwjordan","RT@DexNott"
"1303","HBDBibliography","RT@Fjordman1"
"1304","fascistCOW","RT@HackneyAbbott"
"1305","FelixZijwaards","RT@Iainmckie_UKIP"
"1306","ConneelyD","RT@Independent"
"1307","shaistaAziz","RT@JonathanHaynes"
"1308","soniarolley","RT@MushamukaD"
"1309","TJandBanjo","RT@NicholasPegg"
"1310","ricfouad","RT@Prison_Health"
"1311","avalidnerd","RT@Telegraph"
"1312","HBDBibliography","RT@countenanceblog"
"1313","PointGreenz","RT@electionista"
"1314","MonadeBerlin","RT@itsmenanice"
"1315","LouBanerjee","RT@oundlegeog"
"1316","gopalisation","RT@politicshome"
"1317","christinazaba","RT@raycorrigan"
"1318","ricardonotes","RT@tedhesson"
"1319","MSavarese","RT_com"
"1320","newspalmique","RT_com"
"1321","otrevlanauh","RT_com"
"1322","newspalmique","RT_com"
"1323","BetterOffOut","RT_com"
"1324","rashedfarooq","RT_com"
"1325","Pastapas","RT_com"
"1326","otrevlanauh","RT_com"
"1327","newspalmique","RT_com"
"1328","speexx","RT_com"
"1329","kathiebennett","RT_com"
"1330","der_bluthund","RT_com"
"1331","Time2WakeUpNews","RT_com"
"1332","WojciechGolecki","RTaylor_MEP"
"1333","jima00","RTaylor_MEP"
"1334","London_Places","RafflesMedia_UK"
"1335","lugus35","RaphLeclerc"
"1336","YildirimNews","Reasonmag"
"1337","RSI","Reihan"
"1338","MaryWells11","ResistanceUnite"
"1339","TheSquareMile","Reuters"
"1340","TheSquareMile","Reuters"
"1341","TheSquareMile","Reuters"
"1342","UniversityFairs","ReyCanute"
"1343","mpbaz7115","Rh156"
"1344","stefancrisan","Roemenie"
"1345","stefancrisan","Roemenie"
"1346","pperrin","Ross_Greer"
"1347","EmilyStDenny","Ross_Greer"
"1348","miguelcper","RuiMCB"
"1349","TweetGBC","RunnymedeTrust"
"1350","popyNagita","SEBHEUPDATE"
"1351","Dzarotsoekamti","SEBHEUPDATE"
"1352","workersdefense","SEIU"
"1353","misesfahayek","SHKMEP"
"1354","ottocrat","SLATUKIP"
"1355","GoldmanS_Sux","SPIEGELONLINE"
"1356","HyperObserver","SPIEGELONLINE"
"1357","PeterClutton","SPIEGELONLINE"
"1358","Bankofisland","SPIEGELONLINE"
"1359","CobainSchofield","SPIEGEL_English"
"1360","LankyScientist","STEMforEquality"
"1361","Scotland4me","STVNews"
"1362","OneCottageST","Salon"
"1363","LibDemMEPs","SarahLudfordMEP"
"1364","yodaberg","Sares_W"
"1365","cb4h","Sexpression"
"1366","DigitalUndoc","Sharehoods"
"1367","friendsunaoc","Shoutout_UK"
"1368","Jamestown502","ShukorBella"
"1369","MeiThrive","SilviaDazadeRod"
"1370","ThePlumLineGS","SimonWDC"
"1371","EU_tweets","SiobhanDowling"
"1372","abhinavimmi","SlideShare"
"1373","nicobermond","SlideShare"
"1374","OpPinkPower","SouthwebORG"
"1375","OpPinkPower","SouthwebORG"
"1376","OpPinkPower","SouthwebORG"
"1377","OpPinkPower","SouthwebORG"
"1378","OpPinkPower","SouthwebORG"
"1379","OpPinkPower","SouthwebORG"
"1380","sam4wong","Spectator"
"1381","StRemeze","StRemeze"
"1382","Paddythedaddy","SuButcher"
"1383","rmw","SueLukes"
"1384","fleming77","TBIJ"
"1385","JamesDevittNYU","TIME"
"1386","SimonWood_TNS","TNS_UK"
"1387","yellowfield_uk","TRobinsonNewEra"
"1388","turnipshire","TechLondonAdv"
"1389","TelePolitics","TelePolitics"
"1390","WillHeaven","TelePolitics"
"1391","smarta_s","TelePolitics"
"1392","peter_woods","Telegraph"
"1393","peter_woods","Telegraph"
"1394","Antonvlimburg","Telegraph"
"1395","Teresacooper","Telegraph"
"1396","glasterlaw1","Telegraph"
"1397","TRajab","Telegraph"
"1398","John_Ferrett","Telegraph"
"1399","PaulHead83","Telegraph"
"1400","shanedgj","Telegraph"
"1401","JakeArmistead","Telegraph"
"1402","Jimmy____P","Telegraph"
"1403","AA_George1","Telegraph"
"1404","PowellPolitics","Telegraph"
"1405","Roemenie","Telegraph"
"1406","WheresOurVote","Telegraph"
"1407","UkipaLotMoreIan","Telegraph"
"1408","DickELeaks","Telegraph"
"1409","Taxpayer001","Telegraph"
"1410","adampipe","Telegraph"
"1411","mark_b_o_y","Telegraph"
"1412","richardcalhoun","Telegraph"
"1413","kennethmac2000","Telegraph"
"1414","hayworthUK","Telegraph"
"1415","majesticskyze","Telegraph"
"1416","cerrabella","Telegraph"
"1417","macrovoice","Telegraph"
"1418","Commercialiser","Telegraph"
"1419","tim1167","Telegraph"
"1420","DESJADDOO","Telegraph"
"1421","ErinSaltman","Telegraph"
"1422","bencorde","Telegraph"
"1423","ilebuda","Telegraph"
"1424","RunnymedeTrust","Telegraph"
"1425","Delost24","Telegraph"
"1426","migrationwatch","Telegraph"
"1427","tkdb10","Telegraph"
"1428","yrozob","Telegraph"
"1429","immsollawyers","Telegraph"
"1430","garyupnorth","Telegraph"
"1431","GeoffUkip","Telegraph"
"1432","clashmaker","Telegraph"
"1433","Tom_Lusuardi","Telegraph"
"1434","AWordIfIMay","Telegraph"
"1435","h_siris","Telegraph"
"1436","Rebel_Rock_On","Telegraph"
"1437","CasAnnStephens","Telegraph"
"1438","drhmwilliams","Telegraph"
"1439","petruclej","Telegraph"
"1440","gafijczuk","Telegraph"
"1441","MatthewDresch","Telegraph"
"1442","bulgarica","Telegraph"
"1443","shanticate","Telegraph"
"1444","laurasullivan20","Telegraph"
"1445","RichVPoor","Telegraph"
"1446","GBHeritage","Telegraph"
"1447","brianadey","Telegraph"
"1448","stephenwild","Telegraph"
"1449","hayworthUK","Telegraph"
"1450","CasAnnStephens","Telegraph"
"1451","SofiaCerqueira","Telegraph"
"1452","tomsmaxim","Telegraph"
"1453","Eurosceptic1","Telegraph"
"1454","NewEuropeans","Telegraph"
