"","who_retweet","who_post"
"756","redscreech","guardian"
"757","kevindykes1","guardian"
"758","ImmgtnAdviceSvc","guardian"
"759","FergusEDITS","guardian"
"760","meghan_","guardian"
"761","TurnbullRuther","guardian"
"762","wilding_martin","guardian"
"763","tobiaslock","guardian"
"764","uk_immigration","guardian"
"765","danucky","guardian"
"766","christopheMANU","guardian"
"767","WorthingUKIP","guardian"
"768","Bordercrim","guardian"
"769","PortfolioWoman","guardian"
"770","garysout","guardian"
"771","Dzidra78","guardian"
"772","twtwism","guardian"
"773","stuartbasten","guardian"
"774","Aggykins7","guardian"
"775","WiCVienna","guardian"
"776","jonpaulb78","guardian"
"777","epo_de","guardian"
"778","labour52rose","guardian"
"779","sashasimic","guardian"
"780","leo1052UK","guardian"
"781","Bordercrim","guardian"
"782","alvaromp78","guardian"
"783","mobilitymuse","guardian"
"784","paulandrew15","guardian"
"785","labirinto","guardian"
"786","prh999","guardian"
"787","YapPYapUK","guardian"
"788","CareersEurope","guardian"
"789","otrevlanauh","guardian"
"790","Orgetorix","guardian"
"791","Nununita","guardian"
"792","LSHumanRights","guardian"
"793","tadpoleno3","guardian"
"794","rabelazy","guardian"
"795","bevsackville","guardian"
"796","hare_brain","guardian"
"797","Dr_JohanFranzen","guardian"
"798","selinamehra1","guardian"
"799","danwibg","guardian"
"800","kirankaja12","guardian"
"801","globalcall","guardian"
"802","Injury_Claims_","guardian"
"803","GavinWeston1","guardian"
"804","torysmasher","guardian"
"805","Katrinespolicy","guardian"
"806","maryjac55579252","guardian"
"807","jballyn","guardian"
"808","the_mcquade","guardian"
"809","ZAAKBAR","guardian"
"810","ZAAKBAR","guardian"
"811","ligomersall","guardian"
"812","duklapgeawaykit","guardian"
"813","refuse2besilent","guardian"
"814","DearDaveandNick","guardian"
"815","BusinessLinkOn","guardian"
"816","ahddrv","guardian"
"817","ideas4thefuture","guardian"
"818","Orgetorix","guardian"
"819","IanWardyfella","guardian"
"820","AnitaBellows12","guardian"
"821","mmaher70","guardian"
"822","billymac1964","guardiannews"
"823","Bruno_Lids","ha_rrys"
"824","fathimathleena5","haveeru"
"825","MullingKintyre","hsnewsbreak"
"826","DrMadhuSatsangi","hsnewsbreak"
"827","kashi_pharmacis","hsnewsbreak"
"828","DrMawjee","huffpostUK"
"829","DrMawjee","huffpostUK"
"830","Lankyman90","iafricabusiness"
"831","ovationchris","iamamro"
"832","PaulFraserWebb","iamamro"
"833","davidc7","ianbirrell"
"834","BrianNolan1974","independent"
"835","jo6ka1","irinnews"
"836","jo6ka1","irinnews"
"837","sam4wong","itn"
"838","emsar7","itvnews"
"839","IanDewar1","itvnews"
"840","2tweetaboutit","jamesoxby8h"
"841","helenpidd","jeevanvasagar"
"842","MigrantVoiceUK","jeremycorbyn"
"843","MattGlassDarkly","kjv_bibles"
"844","CarstenVolkery","kosmopolit"
"845","Multi_American","kpcc"
"846","FordCarole","lbc973"
"847","Shaanko1","lbc973"
"848","Shaanko1","lbc973"
"849","fcollomp","le_figaro"
"850","pat_saini","lexology"
"851","rinusthoughts","lhammondsoas"
"852","PetrelStormy","libcomorg"
"853","davidrichdavies","libdemvoice"
"854","Innovandiamo","littleark"
"855","nickcarthew","lordbonkers"
"856","BBCOS","maddysavage"
"857","mraidenrussell","mailonline"
"858","Norman__NI","marjieN"
"859","Kevoh__","masaku_"
"860","samuelpaler","mashable"
"861","andrewgdotcom","mcgrathaine"
"862","studiodecarlos","mediaite"
"863","gmcvo","meganohri"
"864","CERIC_LUBS","mehdirhasan"
"865","halwafy","mehdirhasan"
"866","HopeHouseMKE","milwaukeenns"
"867","amiebeaumont","msnuk"
"868","nativepedia","nativepedia"
"869","DailyDealsWatch","newspi"
"870","SLATUKIP","newsthump"
"871","tricia2806","newsthump"
"872","mickeymsmith","newsthump"
"873","Ferg_Slade","newsthump"
"874","craigfraserwood","newsthump"
"875","millyshaw","newsthump"
"876","Phil_Baty","newsthump"
"877","Popenici","newsthump"
"878","bormaennchen","newsthump"
"879","spsot","newsthump"
"880","Paul_Haydon","newsthump"
"881","aljch","newsthump"
"882","FrediTeres","nieuws_lezer"
"883","albe_","nieuws_lezer"
"884","PierreJParent","nieuws_lezer"
"885","tomEurosport","ninaism"
"886","DavidCrocket","ntarc"
"887","redmanjohn69","patriotupdate"
"888","riserefugee","pcs_union"
"889","HRbusinessUK","personneltoday"
"890","henrysherrell","plegrain"
"891","writenick","politics_co_uk"
"892","Cookiedisco","politics_co_uk"
"893","CarbonisedPleb","politics_co_uk"
"894","Alistair1965","politics_co_uk"
"895","bearroused","politics_co_uk"
"896","britishfuture","politics_co_uk"
"897","TurnbullRuther","politics_co_uk"
"898","safeworld4women","politics_co_uk"
"899","billmac65","politics_co_uk"
"900","ImmgtnAdviceSvc","politics_co_uk"
"901","DearsonWinyard","politics_co_uk"
"902","TurnbullRuther","politics_co_uk"
"903","billmac65","politics_co_uk"
"904","Peeeeeachy","prospect_uk"
"905","JefSchonk","prospect_uk"
"906","zabmustefa","rationalistUK"
"907","mariaportelamd","realadrianc"
"908","richardcalhoun","reuters"
"909","sjplep","reuters"
"910","tedpugh","reuters"
"911","lynjess","reuters"
"912","madalinacrc","reuters"
"913","grahphil","reuters"
"914","RichardBaycroft","reuters"
"915","DGoodinson","reuters"
"916","neogaia","reuters"
"917","DrHarryLime","reuters"
"918","essayeff","richsimcox"
"919","BoccaJim","rightwingwatch"
"920","notiven","rt_com"
"921","notiven","rt_com"
"922","notiven","rt_com"
"923","Scott_M_Cole","ryanavent"
"924","MigrantVoiceUK","sam4wong"
"925","rpstranslations","scoopit"
"926","raywade1","scoopit"
"927","jondknight","sharethis"
"928","ISAGroupWA","sharethis"
"929","nobby15","sharethis"
"930","RepublicanSwine","sharethis"
"931","eurealist","sharethis"
"932","syneidesys","sharethis"
"933","syneidesys","sharethis"
"934","jenniferrobyn10","sharethis"
"935","jondknight","sharethis"
"936","Zakurex","sharethis"
"937","MigrantVoiceUK","shreya_Paudel"
"938","OGAccountancy","skynews"
"939","themsmint","spectator_ch"
"940","rfw753","spectator_ch"
"941","mariahmckay","spokesmanreview"
"942","BBCOS","stephhegarty"
"943","OfficialKobra","telerama"
"944","ReneNow","thecyclemsnbc"
"945","reaganward","thedailytexan"
"946","sam4wong","thedescrier"
"947","Anandraaj04","theeuropeanmag"
"948","willmill82","thetimes"
"949","Marta_Lomza","thisismoney"
"950","DearsonWinyard","timesofindia"
"951","dijjaay","timesofisrael"
"952","NickColley","tomkiss"
"953","lizzieatfm","topix"
"954","JessLamOWAY","ukhomeoffice"
"955","A_Osborn","via@reuters"
"956","johnthankamony","vishnu1988"
"957","fuller_brandon","voxeu"
"958","KhanNaima","warwickuni"
"959","Mrjosezero","washtimes"
"960","MANOMACHINE","washtimes"
"961","Aslans_Girl","washtimes"
"962","Kentclark77","washtimes"
"963","rhettjum","washtimes"
"964","scufftail","washtimes"
"965","WalterHorsting","washtimes"
"966","Tare1935","washtimes"
"967","WashTimes","washtimes"
"968","Bluesman57","washtimes"
"969","WrayPressley","washtimes"
"970","KoenigDani","washtimes"
"971","lenfargo","washtimes"
"972","joyreaper","washtimes"
"973","stonejd","washtimes"
"974","raymondgoodin","washtimes"
"975","chadsdaddy","washtimes"
"976","chadsdaddy","washtimes"
"977","JackieZammuto","witness"
"978","wr_paul","wolfblut881"
"979","gaois","wordpressdotcom"
"980","1CaptD","wordpressdotcom"
"981","Alicenfin","wordpressdotcom"
"982","alter_oana","wordpressdotcom"
"983","tamiyamone","worldstar"
"984","jordaniiiiiii","worldstar"
"985","wewap","yfnrc"
"986","harald_helsinki","youtube"
"987","jimcaponey","youtube"
"988","ublocks","youtube"
"989","2tweetaboutit","youtube"
"990","jummy03617421","youtube"
"991","jummy03617421","youtube"
"992","jummy03617421","youtube"
"993","superbalamory","youtube"
"994","jummy03617421","youtube"
"995","optimistSj","youtube"
"996","mark8199","youtube"
"997","surviver658","youtube"
"998","ourgono","youtube"
"999","Spacettf","youtube"
"1000","djafifa","youtube"
"1001","Lonnie_L_Jones","youtube"
"1002","CarolineKirby15","youtube"
"1003","Akaafele","youtube"
"1004","rharrison27","youtube"
"1005","atifshah","youtube"
"1006","TheJamesShow","youtube"
"1007","Coser34James","youtube"
"1008","mrsmoothie007","youtube"
"1009","Eurosceptic1","youtube"
"1010","ignme","youtube"
"1011","Indiana23216","youtube"
"1012","MargotLJParker","youtube"
"1013","arwaalmari","zarakadir"
"1014","sitioctrina","zulbahary"
