"","who_retweet","who_post"
"714","DEBKANCHAN","IBNLiveRealtime"
"715","DEBKANCHAN","IBNLiveRealtime"
"716","samithbajaj","IBNLiveRealtime"
"717","DEBKANCHAN","IBNLiveRealtime"
"718","denzil_correa","IBNLiveRealtime"
"719","rajiv159951","IBNLiveRealtime"
"720","ash_dubey","IBNLiveRealtime"
"721","iambhutia","IBNLiveRealtime"
"722","manojsirsa","IBNLiveRealtime"
"723","saikumar_k","IBNLiveRealtime"
"724","manojsirsa","IBNLiveRealtime"
"725","RantingIndian","IBNLiveRealtime"
"726","Sheks65","IBNLiveRealtime"
"727","Sheks65","IBNLiveRealtime"
"728","slyandsulk","IBNLiveRealtime"
"729","Bhuvanbagga","IBNLiveRealtime"
"730","rajiv159951","IBNLiveRealtime"
"731","rajiv159951","IBNLiveRealtime"
"732","YSReddy_KKP","IBNLiveRealtime"
"733","Rjvtweets","IBNLiveRealtime"
"734","MatruBhakt","IBNLiveRealtime"
"735","jitengajaria","IBNLiveRealtime"
"736","dubash","IBNLiveRealtime"
"737","Chandan10Singh","IBNLiveRealtime"
"738","Shoshonire","IBTimesUK"
"739","SteveTavland","IBTimesUK"
"740","LiannaBrinded","IBTimesUK"
"741","Lyd_Carolina","IBTimesUK"
"742","LudovicaIaccino","IBTimesUK"
"743","Alricx","IBTimesUK"
"744","immsollawyers","IBTimesUK"
"745","BeaufortEve","IBTimesUK"
"746","LiannaBrinded","IBTimesUK"
"747","SenileAnimal","ITV"
"748","A_Lex_G","IVNetwork"
"749","pnmcdaniel","ImmPolicyCenter"
"750","usavisaskaren","ImmPolicyCenter"
"751","IGsolidarityNET","ImmPolicyCenter"
"752","SojoImmigration","ImmPolitic"
"753","19pst","Immigration_In"
"754","MRadclyffe","Independent"
"755","thingsiknow","Independent"
"756","AndrewBuncombe","Independent"
"757","leilacorreia","Independent"
"758","AndrewBuncombe","IndyOnSunday"
"759","Barbara416","Intelligencer"
"760","wallmt","IrishTimes"
"761","Lazyjj76","IrishTimes"
"762","DearsonWinyard","IrishTimes"
"763","NiShuilleabhain","IrishTimes"
"764","GenEmigration","IrishTimes"
"765","RayHaydenAW","IrishTimes"
"766","petrovdempski","IrishTimes"
"767","pangallion","Ironwand"
"768","freckles50","JGreenDC"
"769","mariaaspan","JeremyQuittner"
"770","Barry_O44","JimPethokoukis"
"771","YesItIsMatt","JimPethokoukis"
"772","JohnDouglasFord","JimPethokoukis"
"773","AEI","JimPethokoukis"
"774","UKCCMC","KaylyOber"
"775","donalthedub","Kevin_Maguire"
"776","kenotyc","Kidafy"
"777","freckles50","LOLGOP"
"778","sam4wong","LSEpoliticsblog"
"779","MigrantVoiceUK","LSEpoliticsblog"
"780","HRCofTexas","LatinoVoices"
"781","PolluxeBlog","LeGrandSoir3"
"782","imbert13100","LeNouvelObs"
"783","JMichelDelroeux","LePoint"
"784","JeannickOdier","LeVif"
"785","Made_in_Alsace","Le_Figaro"
"786","JeanneMiau","Le_Figaro"
"787","Politicalement","Le_Figaro"
"788","HonneurEtPatrie","Le_Figaro"
"789","QuinlanTL","LeeJasper"
"790","ColinYeo1","LeeJasper"
"791","chitbazoo","LeftFootFwd"
"792","DearsonWinyard","LeftFootFwd"
"793","Gillesenges","Lopinion_fr"
"794","SR_FHS","LukeReuters"
"795","stephestellar","LukeRussert"
"796","earldean71","LukeRussert"
"797","busesay","LukeRussert"
"798","zhanover","LukeRussert"
"799","Neoavatara","LukeRussert"
"800","frankthorpNBC","LukeRussert"
"801","CallaLilly101","LukeRussert"
"802","mviser","LukeRussert"
"803","Brian_Lomax","LukeRussert"
"804","TheFix","LukeRussert"
"805","huMacFl","LukeRussert"
"806","Mama4Obama1","LukeRussert"
"807","EdKore","LukeRussert"
"808","chicagostyle","LukeRussert"
"809","JeremyHPM","LukeRussert"
"810","danholler","LukeRussert"
"811","ericheggie","LukeRussert"
"812","rollcall","MEPFuller"
"813","PositionDial","MHassan_7"
"814","ToryMac","MailOnline"
"815","OhBrokenBritain","MailOnline"
"816","RedHotSquirrel","MailOnline"
"817","nonsequiturcouk","MailOnline"
"818","jlj21964","MailOnline"
"819","TerenceMcleod","MailOnline"
"820","BillCllr","MailOnline"
"821","OhBrokenBritain","MailOnline"
"822","jopilort","MailOnline"
"823","MCUK54","MailOnline"
"824","heather_venter","MailOnline"
"825","TheAgedP","MailOnline"
"826","Tim_Aker","MailOnline"
"827","katherine1924","MailOnline"
"828","madkentdragon","MailOnline"
"829","LiarMPs","MailOnline"
"830","arennie44","MailOnline"
"831","jlj21964","MailOnline"
"832","Sefton456","MailOnline"
"833","FloTom","MailOnline"
"834","Hillchaser","MailOnline"
"835","020644","MailOnline"
"836","1extory","MailOnline"
"837","fathead1066","MailOnline"
"838","Floria12123074","MailOnline"
"839","ltdruss","MailOnline"
"840","dunstablian","MailOnline"
"841","jondknight","MailOnline"
"842","BlueEyedSoulMan","MailOnline"
"843","PhebeOhYes","MailOnline"
"844","UKIPTonbridge","MailOnline"
"845","heather_venter","MailOnline"
"846","SuperbikeAl","MailOnline"
"847","PaulHenriCadier","MailOnline"
"848","Wirralpix","MailOnline"
"849","Mike_Hookem","MailOnline"
"850","Little__Spunky","MailOnline"
"851","FreeMigrant","MailOnline"
"852","MCUK54","MailOnline"
"853","BallySingh74","MailOnline"
"854","kingswayHR","MailOnline"
"855","UKVisaSolicitor","MailOnline"
"856","gwalker1312","MailOnline"
"857","2tweetaboutit","MailOnline"
"858","ukipteesside","MailOnline"
"859","MCUK54","MailOnline"
"860","RichardHilton1","MailOnline"
"861","kingdunmail","MailOnline"
"862","ToryMac","MailOnline"
"863","UKIPRedvers","MailOnline"
"864","WorthingUKIP","MailOnline"
"865","SLIngramUKIP","MailOnline"
"866","gwalker1312","MailOnline"
"867","BlueEyedSoulMan","MailOnline"
"868","dunstablian","MailOnline"
"869","Dzintarz","MailOnline"
"870","ionnoi29","MailOnline"
"871","PeterClutton","MailOnline"
"872","LondonPatriots","MailOnline"
"873","YildirimNews","MailOnline"
"874","TheYYJMajor","MailOnline"
"875","softyC","MailOnline"
"876","myakzan","MailOnline"
"877","mamapanda58","MailOnline"
"878","020644","MailOnline"
"879","BlueEyedSoulMan","MailOnline"
"880","TerenceMcleod","MailOnline"
"881","jondknight","MailOnline"
"882","PhebeBodelle","MailOnline"
"883","ltdruss","MailOnline"
"884","heather_venter","MailOnline"
"885","CasAnnStephens","MailOnline"
"886","CasAnnStephens","MailOnline"
"887","ISeeWhatYouDoin","MailOnline"
"888","SkinnyPete14","MailOnline"
"889","UKBUXDB","MailOnline"
"890","joyceproblems","MailOnline"
"891","love4thecross","MailOnline"
"892","davidbiddle7","MailOnline"
"893","SimoneLaurey","MailOnline"
"894","SuperbikeAl","MailOnline"
"895","Xarundel","MailOnline"
"896","RedHotSquirrel","MailOnline"
"897","carlb369","MailOnline"
"898","jummy03617421","MailOnline"
"899","Neil7253","MailOnline"
"900","CataNigra","MailOnline"
"901","marjieN","MailOnline"
"902","jlj21964","MailOnline"
"903","OhBrokenBritain","MailOnline"
"904","SandyCally","MailOnline"
"905","margielondon","MailOnline"
"906","mrEggy101","MailOnline"
"907","ywkz1105","MailOnline"
"908","UKVisaSolicitor","MailOnline"
"909","HeaneyMichael","MailOnline"
"910","WorthingUKIP","MailOnline"
"911","AccessTier5","MailOnline"
"912","ChrisPain_ukip","MailOnline"
"913","MCUK54","MailOnline"
"914","MCUK54","MailOnline"
"915","QuirkJackie","MailOnline"
"916","PaulHenriCadier","MailOnline"
"917","chimala_","MailOnline"
"918","BlueEyedSoulMan","MailOnline"
"919","BetterOffOut","MailOnline"
"920","Roselady64","MailOnline"
"921","hairlossclinic1","MailOnline"
"922","MCUK54","MailOnline"
"923","FloydWhiskey","MailOnline"
"924","olukaylala","MailOnline"
"925","DuaRehmat","MailOnline"
"926","Ni_Buchuta","MailOnline"
"927","cityslk","MailOnline"
"928","susanreap","MailOnline"
"929","GlobalNewsDepot","MailOnline"
"930","petergalazka","MailOnline"
"931","ConceptCareNews","MailOnline"
"932","EUEXIT","MailOnline"
"933","UKFront","MailOnline"
"934","HyperObserver","MailOnline"
"935","budgeco","MailOnline"
"936","ToryMac","MailOnline"
"937","cmsteknologies","MailOnline"
"938","ISeeWhatYouDoin","MailOnline"
"939","jondknight","MailOnline"
"940","halifaxrose83","MailOnline"
"941","CasAnnStephens","MailOnline"
"942","SkinnyPete14","MailOnline"
"943","Rachelzegerman","MailOnline"
"944","akambarogers","MailOnline"
"945","SuperbikeAl","MailOnline"
"946","dunstablian","MailOnline"
"947","chimala_","MailOnline"
"948","johnnyelwick","MailOnline"
"949","OhBrokenBritain","MailOnline"
"950","GBRVOICE","MailOnline"
"951","020644","MailOnline"
"952","lillaamal","MailOnline"
"953","SandyCally","MailOnline"
"954","MCUK54","MailOnline"
"955","lblair51","MailOnline"
"956","APaulinPaulin","MailOnline"
"957","mcneilage68","MailOnline"
"958","beyondunlimited","MailOnline"
"959","SandyCally","MailOnline"
"960","Jamalaya","MailOnline"
"961","liontornado","MailOnline"
"962","love4thecross","MailOnline"
"963","axJohnBergstrom","MailOnline"
"964","AnnaDONeill","MailOnline"
"965","Sunnyclaribel","MailOnline"
"966","ukip_sththanet","MailOnline"
"967","rogsahl","MailOnline"
"968","BethMar08498031","MailOnline"
"969","pompeygommy","MailOnline"
"970","BlueEyedSoulMan","MailOnline"
"971","DarrylMagher","MailOnline"
"972","SandyCally","MailOnline"
"973","1extory","MailOnline"
"974","marionste","MailOnline"
"975","madkentdragon","MailOnline"
"976","vexedvoice","MailOnline"
"977","margare80388525","MailOnline"
"978","MCUK54","MailOnline"
"979","rogsahl","MailOnline"
"980","020644","MailOnline"
"981","paulbokel","MailOnline"
"982","gwalker1312","MailOnline"
"983","jummy03617421","MailOnline"
"984","madkentdragon","MailOnline"
"985","1extory","MailOnline"
"986","Hillchaser","MailOnline"
"987","YildirimNews","MailOnline"
"988","2tweetaboutit","MailOnline"
"989","jondknight","MailOnline"
"990","go_giroud86","MailOnline"
"991","TerenceMcleod","MailOnline"
"992","Neil7253","MailOnline"
"993","gwalker1312","MailOnlineWe"
"994","ukvote2015","MaitreTan"
"995","Janice_b_666","MargotLJParker"
"996","westewille","MartinShovel"
"997","OfficerKalakaua","MeetAnimals"
"998","AdlibTraveller","Melody_Hossaini"
"999","twirus_uk","Melody_Hossaini"
"1000","BallySingh74","MetroUK"
"1001","paulmcmillan","MetroUK"
"1002","GrannyWils","MetroUK"
"1003","KaylaraOwl","MetroUK"
"1004","TurnbullRuther","MetroUK"
"1005","adampipe","MetroUK"
"1006","GoodallGiles","MetroUK"
"1007","activistdigital","MetroUK"
"1008","llanelli_riots","MetroUK"
"1009","ChristopherKno5","MetroUK"
"1010","TransplantM","MetroUK"
"1011","pixiebeanphotos","MetroUK"
"1012","kilkeal","MetroUK"
"1013","kilkeal","MetroUK"
"1014","Bluestonedebt","MetroUK"
"1015","Katrinespolicy","MigObs"
"1016","MarkBevan11","MigObs"
"1017","LifeInTheUK2013","MigrantVoiceUK"
"1018","LifeInTheUK2013","MigrantVoiceUK"
"1019","migrationscot","MigrantVoiceUK"
"1020","CDB_77","Migreurop"
"1021","jtbdjp","MinuteMenNews"
"1022","KbomzKevin","MinuteMenNews"
"1023","thmsm74","MinuteMenNews"
"1024","MdlMurray","MinuteMenNews"
"1025","giantpandinha","MissEDCofie"
"1026","MoisBenarroch","MoisBenarroch"
"1027","Serestely","MoiseGuran"
"1028","glocke100","MrGeographer"
"1029","bobdigby","MrGeographer"
"1030","VinKibet","Mungai__"
"1031","Dennis2moh","Mungai__"
"1032","AfriQHS","Mungai__"
"1033","hezken","Mungai__"
"1034","Bumaye254","Mungai__"
"1035","Lakotasky","NBCNews"
"1036","EdgardoNazario","NBCNews"
"1037","mangoparent","NBCNews"
"1038","ImmigNewsDigest","NBCNews"
"1039","MichaelTownsend","NBCNews"
"1040","ricardonotes","NBCNews"
"1041","EVGinger","NBCNews"
"1042","ronvdennis","NBCNews"
"1043","CamelotGypsy","NBCNews"
"1044","JasonEscareno","NBCNews"
"1045","body_masseur","NBCNews"
"1046","Heartslayerr","NBCNews"
"1047","thefonefixer2","NBCNews"
"1048","tall_guy007","NBCNews"
"1049","hollytubor","NBCNews"
"1050","vestigialbehavr","NBCNews"
"1051","Snowx2k5","NBCNews"
"1052","FrankGaytan","NBCNews"
"1053","MBhushaan","NBCNews"
"1054","julpepitone","NBCNews"
"1055","MerleIhneIII","NBCNews"
"1056","nebula322","NBCNewsBusiness"
"1057","ozzmann1","NBCNewsBusiness"
"1058","ilwcom","NIJC"
"1059","itz_opizzle","NL_Official"
"1060","tlcopper","NRO"
"1061","thenyic","NYIC_Training"
"1062","JohnRHutchinson","NatureNews"
"1063","9KOunt","NeuKnee"
"1064","ilwcom","NewAmericaMedia"
"1065","UKVisaSolicitor","NewsRepublic"
"1066","MansoorLodi","NewsRepublic"
"1067","spiral91","NewsRepublic"
"1068","Marcolino748","NewsRepublic"
"1069","margTconsulting","NewsRepublic"
"1070","NewsnetScotland","NewsnetScotland"
"1071","euanmccreath","NewsnetScotland"
"1072","IASimmigration","NewsnetScotland"
"1073","DARKWATERSnovel","NewsnetScotland"
"1074","Scotsfox","NewsnetScotland"
"1075","Sign4Scotland","NewsnetScotland"
"1076","NewsnetScotland","NewsnetScotland"
"1077","jakimccarthy","NewsnetScotland"
"1078","UKVISAS","NewsnetScotland"
"1079","NewsnetScotland","NewsnetScotland"
"1080","ssv_voice","NewsnetScotland"
"1081","AndrewKinnell1","NewsnetScotland"
"1082","catchafire777","NewsnetScotland"
"1083","Paul_Haydon","NickPetre"
"1084","bombay23","NigeriaNewsdesk"
"1085","Chubbclef","NigeriaNewsdesk"
"1086","librannette","NigeriaNewsdesk"
"1087","cuttrtailr","NigeriaNewsdesk"
"1088","SHIIII_2","NigeriaNewsdesk"
"1089","Barnawy","NigeriaNewsdesk"
"1090","NonProfitBlogs2","NonProfitBlogs"
"1091","thikey","Number10gov"
"1092","RINObuster","NumbersUSA"
"1093","eterama","ONS"
"1094","andy_s_64","ONS"
"1095","CPC_population","ONS"
"1096","CPC_population","ONS"
"1097","MatthewLumby","ONS"
"1098","katie_martin_FX","ONS"
"1099","A_ogega","Okeke__"
"1100","AMB_Sunday","Okeke__"
"1101","Mintintosh","Okeke__"
"1102","yanteuces","Okeke__"
"1103","Kalvine_cush","Okeke__"
"1104","DianaKristinne","Okwonga"
"1105","tonyinossett","OliverJamesUK"
"1106","MikeShone2","OliverJamesUK"
"1107","OscarChilde","OliverJamesUK"
"1108","DanteB4u","OnFrequency"
"1109","DGoodinson","OpenEurope"
"1110","qeam254","Otuambala"
"1111","Rebecca_Omonira","OurKingdomUK"
"1112","Gemma_Blythe","OurKingdomUK"
"1113","LordStorey","OurKingdomUK"
"1114","ratnaomi","PARC1977"
"1115","Room2Heal","PICUM_post"
"1116","casolaw","PJMedia_com"
"1117","seangraf","POLITICO"
"1118","intpolicydigest","POLITICO"
"1119","BelindaGOP","POLITICO"
"1120","scleghorn2","POLITICO"
"1121","mite72","POLITICO"
"1122","EusebiaAq","POLITICO"
"1123","itseddie","POLITICO"
"1124","Simon_Nixon","PSbook"
"1125","PeninsulaQatar","PeninsulaQatar"
"1126","benamunwa","PeteWishart"
"1127","PhotogKilkenny","PhotogKilkenny"
"1128","DREAMerJ_D","PoliticallyRyan"
"1129","Elliot__Page","Politics_co_uk"
"1130","BritCits","Politics_co_uk"
"1131","sam4wong","Politics_co_uk"
"1132","sam4wong","Politics_co_uk"
"1133","dc_stevens","Politics_co_uk"
"1134","Prisonwatchint","Politics_co_uk"
"1135","gemma_pinyol","Politics_co_uk"
"1136","VeroMistiaen","PositiveNewsUK"
"1137","wordsallowed","PositiveNewsUK"
"1138","calumsmac","PriscillaJudd"
"1139","libdemwasjailed","ProPublica"
"1140","FinneganAssoc","PropertyWire"
"1141","sam4wong","PropertyWire"
"1142","DearsonWinyard","PropertyWire"
"1143","Texastweetybird","RMConservative"
"1144","MelissaKaijuka","RT@BBCBreaking"
"1145","MigrantVoiceUK","RT@ColinYeo1"
"1146","MigrantVoiceUK","RT@IPPR"
"1147","mrsverypicky","RT@NHAparty"
"1148","JohnEGlover","RT@Politics_co_uk"
"1149","xvillalba1","RT@RichardCruzC"
"1150","Boston_Rabbit","RT@hrtbps"
"1151","eminabq","RT@m_clem"
"1152","MigrantVoiceUK","RT@sam4wong"
"1153","MigrantVoiceUK","RT@steveplrose"
"1154","nanalovehyuk","RT@tomozuki1"
"1155","MigrantVoiceUK","RT@zuzpav"
"1156","DukeUbongAta","RT""@AndyBennett89"
"1157","EnglishIsALie","RT""@BBCBreaking"
"1158","DJ_Nicol","RT""@BBCBreaking"
"1159","ricardonotes","RT""@CMSnewyork"
"1160","ricardonotes","RT""@ErwindeLeon"
"1161","rshankar2014","RT""@IBNLiveRealtime"
"1162","ricardonotes","RT""@WendyDC5"
"1163","MRatie","RT""@dodeelicious"
"1164","shazree24","RT""@feezychong"
"1165","mzidube26","RT""@maNkomo16"
"1166","ricardonotes","RT""@pwolgin"
"1167","EbraUsuff","RT@DailyMailUK"
"1168","greedypeach","RT@DerrenBrown"
"1169","benamunwa","RT@JackCalway"
"1170","bcm010","RT@LukaszukMLA"
"1171","PLinAustria","RT@MSZ_RP"
"1172","WilliamPowellAM","RT@Politics_co_uk"
"1173","StolzAuslander","RT@Tmrw_can_wait"
"1174","HBDBibliography","RT@TradBritGroup"
"1175","JMikeSmith","RT@blakehounshell"
"1176","ricardonotes","RT@dkbib"
"1177","LadyMyler","RT@gabyhinsliff"
"1178","PLinAustria","RT@maw75"
"1179","PLinAustria","RT@safianik"
"1180","SLATUKIP","RT@sam_day82"
"1181","yourhomeplanet","RT@timesofindia"
"1182","otrevlanauh","RT_com"
"1183","DannyDoes","RT_com"
"1184","kilogfinews","RT_com"
"1185","elisabet_ar","RT_com"
"1186","Emveepee1","RT_com"
"1187","newspalmique","RT_com"
"1188","akc_3000","RT_com"
"1189","vallesana","RT_com"
"1190","CallingEngland","RT_com"
"1191","syndicalisms","RT_com"
"1192","otrevlanauh","RT_com"
"1193","newspalmique","RT_com"
"1194","redjolly1","RealFareUK"
"1195","KamBass","RealFareUK"
"1196","Publimetro","RenewingAmerica"
"1197","TheSquareMile","Reuters"
"1198","7HenriettaSt","Reuters"
"1199","TheSquareMile","Reuters"
"1200","Hebarrr","RihannaUK"
"1201","GresiaRuthSiman","RiyanPebriyanto"
"1202","pangallion","RobertSimpson76"
"1203","tsbogdan","RoemenieAnders"
"1204","nadalu","RudyEngland"
"1205","necsaa","SEBHEUPDATE"
"1206","Dzarotsoekamti","SEBHEUPDATE"
"1207","popyanjasia","SEBHEUPDATE"
"1208","OlbaRapisha","SEBHEUPDATE"
"1209","almhafanessa","SEBHEUPDATE"
"1210","intanmaria__","SEBHEUPDATE"
"1211","septialesmana1","SEBHEUPDATE"
"1212","uwimarijuana","SEBHEUPDATE"
"1213","bebhdulls","SEBHEUPDATE"
"1214","Tatapratama_","SEBHEUPDATE"
"1215","JoycePutri","SEBHEUPDATE"
"1216","dyacllue","SEBHEUPDATE"
"1217","nidanuraida_","SEBHEUPDATE"
"1218","nandaRinjani","SEBHEUPDATE"
"1219","popyNagita","SEBHEUPDATE"
"1220","rnmmm_","SEBHEUPDATE"
"1221","iraaprianih","SEBHEUPDATE"
"1222","Aron_ramsey16","SEBHEUPDATE"
"1223","FRamabama","SFGate"
"1224","8886xx","SJbluekingdom"
"1225","wonteuks","SJbluekingdom"
"1226","CJOLars","SPIEGEL_English"
"1227","oundlegeog","SS_Geography"
"1228","chaz1944","Salon"
"1229","kieranwatkins","Scoop_Online"
"1230","CurtisSChin","SeattleTimes"
"1231","Entrepreneurix","Seccie"
"1232","ShainELThomas","ShainEThomas"
"1233","adele_addict21","Shareaholic"
"1234","adele_addict21","Shareaholic"
"1235","Johningestre","Shareaholic"
"1236","get_orf_my_land","Shareaholic"
"1237","Aoomsn","Sjiun"
"1238","VisaMumbai","SlideShare"
"1239","SpeshsWorld","SpeshsWorld"
"1240","SpeshsWorld","SpeshsWorld"
"1241","SpeshsWorld","SpeshsWorld"
"1242","SpeshsWorld","SpeshsWorld"
"1243","a_Londoner","Spunky_Kipper"
"1244","RichardBarrow","Stumpy454"
"1245","AndyOSh","Sum_of_Us"
"1246","rmulle","Sum_of_Us"
"1247","ReikiPillows","Sum_of_Us"
"1248","Pengalanty","Sum_of_Us"
"1249","FlirtatiousLovr","Sum_of_Us"
"1250","KiernanAntares","Sum_of_Us"
"1251","voodooangelrah","Sum_of_Us"
"1252","suzywongster","Sum_of_Us"
"1253","sandjswanson","Sum_of_Us"
"1254","mommaduck123","Sum_of_Us"
"1255","DavidCrocket","Sum_of_Us"
"1256","GrantNagel1","Sum_of_Us"
"1257","yay_america","Sum_of_Us"
"1258","freerebelangel","Sum_of_Us"
"1259","twistedchick","Sum_of_Us"
"1260","JoeWiederhold","Sum_of_Us"
"1261","brydenmedia","Sum_of_Us"
"1262","zamakeupartist","Sum_of_Us"
"1263","megotprofile","Sum_of_Us"
"1264","Mole_Michael","Sum_of_Us"
"1265","tin_giun","Sum_of_Us"
"1266","Geneuwin","Sum_of_Us"
"1267","marijofortis","Sum_of_Us"
"1268","LandrumRose","Sum_of_Us"
"1269","BellaDaze","Sum_of_Us"
"1270","SophHughes92","Sum_of_Us"
"1271","VittoriaCafolla","Sum_of_Us"
"1272","Midgywidgy","Sum_of_Us"
"1273","theschis","Sum_of_Us"
"1274","dim_chytiris","Sum_of_Us"
"1275","JacquelineHig19","Sum_of_Us"
"1276","frank_rijnders","Sum_of_Us"
"1277","brixtonart","Sum_of_Us"
"1278","DixieWagner","Sum_of_Us"
"1279","MamwiG","Sum_of_Us"
"1280","TENACIOUS2005","Sum_of_Us"
"1281","Progressive_M","Sum_of_Us"
"1282","bflywc","Sum_of_Us"
"1283","Dave_5mith","Sum_of_Us"
"1284","ItsSarahLiz","Sum_of_Us"
"1285","BillPosy","Sum_of_Us"
"1286","joan_thwaites","Sum_of_Us"
"1287","waotapu","Sum_of_Us"
"1288","PL14","Sum_of_Us"
"1289","Christin_dk","Sum_of_Us"
"1290","rafabarbossa","Sum_of_Us"
"1291","Dee33De","Sum_of_Us"
"1292","1juliegriffiths","Sum_of_Us"
"1293","justnbh","Sum_of_Us"
"1294","SuzCamRa","Sum_of_Us"
"1295","DaynaDlb","Sum_of_Us"
"1296","Eoinbeam","Sum_of_Us"
"1297","BillPosy","Sum_of_Us"
"1298","atomiccentre","Sum_of_Us"
"1299","AnneElk_Miss","Sum_of_Us"
"1300","denisedeegan","Sum_of_Us"
"1301","erika_p2","Sum_of_Us"
"1302","melhweaver","Sum_of_Us"
"1303","smartling","SunCurrent"
"1304","ricardonotes","SymbolOfFreed0m"
"1305","godotofwar","TIME"
"1306","ricardonotes","TIME"
"1307","FurrRepertoire","TIMEIdeas"
"1308","iEdukho","TIMEWorld"
"1309","scotsvote","TIMEWorld"
"1310","the_legal_hour","TNSolicitors"
"1311","ricksallinone","TPNNtweets"
"1312","no1mamma","TPNNtweets"
"1313","lizzieatfm","TPNNtweets"
"1314","LatPoliticalAve","TPRNews"
"1315","shopanyday","TechCrunch"
"1316","Parnasillo","Telegraph"
"1317","Parnasillo","Telegraph"
"1318","GBRVOICE","Telegraph"
"1319","stephencole2010","Telegraph"
"1320","CanadaWise","Telegraph"
"1321","GoodallGiles","Telegraph"
"1322","jodie_buchanan","Telegraph"
"1323","marcus02021987","Telegraph"
"1324","jdhunter4","Telegraph"
"1325","Wirralpix","Telegraph"
"1326","PeteWilson63","Telegraph"
"1327","SHollyhead","Telegraph"
"1328","thejaoana","Telegraph"
"1329","hermesgypsy","Telegraph"
"1330","bmitchellwrites","Telegraph"
"1331","ifapel","Telegraph"
"1332","tmNCL","Telegraph"
"1333","Peebi","Telegraph"
"1334","zuzpav","Telegraph"
"1335","MigrantVoiceUK","Telegraph"
"1336","madziunia83","Telegraph"
"1337","WorthingUKIP","Telegraph"
"1338","TheaDickinson","Telegraph"
"1339","BenBurk1111","Telegraph"
"1340","juan_ma56","Telegraph"
"1341","WhiteWednesday","Telegraph"
"1342","Hozwoldian","Telegraph"
"1343","rfw753","Telegraph"
"1344","PaulHenriCadier","Telegraph"
"1345","Safadreamer","Telegraph"
"1346","Meliden","Telegraph"
"1347","2tweetaboutit","Telegraph"
"1348","LeeP59","Telegraph"
"1349","Vespro3","Telegraph"
"1350","PymPurnell","Telegraph"
"1351","MsidaMarketing","Telegraph"
"1352","hermannkelly","Telegraph"
"1353","ladyjanamuck","Telegraph"
"1354","Monty_Bont","Telegraph"
"1355","DaveMillner","Telegraph"
"1356","Antonvlimburg","Telegraph"
"1357","NileGardiner","Telegraph"
"1358","EUCE_Alberta","Telegraph"
"1359","NatLalic33","Telegraph"
"1360","MargotLJParker","Telegraph"
"1361","LAARS3","Telegraph"
"1362","sirujlodhi","Telegraph"
"1363","IvelinCh","Telegraph"
"1364","jlj21964","Telegraph"
"1365","Antonvlimburg","Telegraph"
"1366","AWordIfIMay","Telegraph"
"1367","WNSNews","Telegraph"
"1368","wilfulsprite","Telegraph"
"1369","borderpol","Telegraph"
"1370","LojaHibiscus","Telegraph"
"1371","APPGMigration","Telegraph"
"1372","CasAnnStephens","Telegraph"
"1373","Dapikus","Telegraph"
"1374","trias_politica","Telegraph"
"1375","petruclej","Telegraph"
"1376","UKFront","Telegraph"
"1377","BobTaylor19","Telegraph"
"1378","ywkz1105","Telegraph"
"1379","zamakeupartist","Telegraph"
"1380","Wise64","Telegraph"
"1381","Nationalnewshub","Telegraph"
"1382","WiseOwlsToowit","Telegraph"
"1383","bobrey2009","Telegraph"
"1384","irinaursu","Telegraph"
"1385","heather20022002","Telegraph"
"1386","GBHeritage","Telegraph"
"1387","stephenbmayers","Telegraph"
"1388","MCUK54","Telegraph"
"1389","slaings","Telegraph"
"1390","pompeygommy","Telegraph"
"1391","Suteezuetrong","Telegraph"
"1392","Mines_a_pint","Telegraph"
"1393","RichardHilton1","Telegraph"
"1394","PowellPolitics","Telegraph"
"1395","EUoutnow","Telegraph"
"1396","hayworthUK","Telegraph"
"1397","SubtleCliff","Telegraph"
"1398","Neil7253","Telegraph"
"1399","364690","TelegraphNews"
"1400","364690","TelegraphNews"
"1401","Linnlondon1","TerriF77"
"1402","Chris_1791","TheBlaze"
"1403","LosRakas","TheEconomist"
"1404","HanibalGoitom","TheEconomist"
"1405","ofm63","TheHill"
"1406","thmsm74","TheHill"
"1407","USHouseNews","TheHill"
"1408","jasminesachar","TheHill"
"1409","KidsImmigration","TheHoopla"
"1410","AfD_MR","TheLocalGermany"
"1411","tinaleeinberlin","TheLocalGermany"
"1412","curlyP","TheLocalGermany"
"1413","HarrisWRE","TheLocalItaly"
"1414","fkr13","TheLocalItaly"
"1415","Andrew_Griffith","TheMigrationist"
"1416","argrenier","TheMigrationist"
"1417","EspuelasVox","ThePlumLineGS"
"1418","sam4wong","TheScotsman"
"1419","yvanmurad","TheWire"
"1420","Dannydudlow","The_UK_Migrant"
"1421","TheNextAmerica","ThisIsFusion"
"1422","nunovargas","ThisIsFusion"
"1423","glynbmil","ThomasPride"
"1424","JayneLinney","ThomasPride"
"1425","deaepleicester","ThomasPride"
"1426","saramo","ThomasPride"
"1427","FirstNightArt","ThomasPride"
"1428","MaxdMerc","TiPb"
"1429","britasia","ToConservatives"
"1430","AgaJarzewicz","TomaszChlon"
"1431","Parlez_me_nTory","TorySwing"
"1432","AvenueStory","Travelzoo_UK"
"1433","AvenueStory","Travelzoo_UK"
"1434","FlatRoofManor","Travelzoo_UK"
"1435","GillRockatansky","TrevorNovak_MEP"
"1436","rk70534","TwitPic"
"1437","rk70534","TwitPic"
